tempo,entidade,variavel,valor,cenario
8,linha_28-29,Ploss,1.3823577999999999e-18,2
9,linha_28-29,Ploss,1.0842021999999998e-18,2
10,linha_28-29,Ploss,1.9813795e-17,2
11,linha_28-29,Ploss,4.472334e-18,2
12,linha_28-29,Ploss,9.730714499999998e-18,2
13,linha_28-29,Ploss,4.3910188e-18,2
14,linha_28-29,Ploss,1.8702486999999998e-18,2
15,linha_28-29,Ploss,3.794707599999999e-18,2
16,linha_28-29,Ploss,0.00011374675,2
17,linha_28-29,Ploss,1.008308e-17,2
18,linha_28-29,Ploss,6.3214116e-05,2
19,linha_28-29,Ploss,0.000161501,2
20,linha_28-29,Ploss,0.00015463126,2
21,linha_28-29,Ploss,0.00024841916,2
22,linha_28-29,Ploss,0.0002163108,2
23,linha_28-29,Ploss,0.00025647165,2
24,linha_28-29,Ploss,0.00016785226,2
1,linha_29-30,Ploss,0.00034255912,2
2,linha_29-30,Ploss,0.00036444689,2
3,linha_29-30,Ploss,0.00038637876,2
4,linha_29-30,Ploss,0.0004,2
5,linha_29-30,Ploss,0.00036435271,2
6,linha_29-30,Ploss,0.00032067535,2
7,linha_29-30,Ploss,0.00025505611,2
8,linha_29-30,Ploss,0.00020412176,2
9,linha_29-30,Ploss,0.00019702395,2
10,linha_29-30,Ploss,0.00019248902,2
11,linha_29-30,Ploss,0.0001916986,2
12,linha_29-30,Ploss,0.00019141916,2
13,linha_29-30,Ploss,0.00018784431,2
14,linha_29-30,Ploss,0.00018077844,2
15,linha_29-30,Ploss,0.0001807505,2
16,linha_29-30,Ploss,0.00030180365,2
17,linha_29-30,Ploss,0.0002007485,2
18,linha_29-30,Ploss,0.00027692184,2
19,linha_29-30,Ploss,0.0004,2
20,linha_29-30,Ploss,0.0004,2
21,linha_29-30,Ploss,0.00068639659,2
22,linha_29-30,Ploss,0.00061677589,2
23,linha_29-30,Ploss,0.00075517706,2
24,linha_29-30,Ploss,0.00048963783,2
1,linha_30-31,Ploss,0.0004,2
2,linha_30-31,Ploss,0.0004,2
3,linha_30-31,Ploss,0.0004,2
4,linha_30-31,Ploss,0.00042521328,2
5,linha_30-31,Ploss,0.0004,2
6,linha_30-31,Ploss,0.0004,2
7,linha_30-31,Ploss,0.0004,2
8,linha_30-31,Ploss,0.00039594237,2
9,linha_30-31,Ploss,0.00034814438,2
10,linha_30-31,Ploss,0.00030872741,2
11,linha_30-31,Ploss,0.00028749779,2
12,linha_30-31,Ploss,0.00026574116,2
13,linha_30-31,Ploss,0.00024738014,2
14,linha_30-31,Ploss,0.00023261434,2
15,linha_30-31,Ploss,0.00025468637,2
16,linha_30-31,Ploss,0.00018851098,2
17,linha_30-31,Ploss,0.0003663517,2
18,linha_30-31,Ploss,0.0004,2
19,linha_30-31,Ploss,0.00038638477,2
20,linha_30-31,Ploss,0.00062396177,2
21,linha_30-31,Ploss,0.00053653701,2
22,linha_30-31,Ploss,0.00073816978,2
23,linha_30-31,Ploss,0.0004,2
24,linha_30-31,Ploss,0.0004,2
1,linha_31-32,Ploss,0.00017029058,2
2,linha_31-32,Ploss,0.00016507415,2
3,linha_31-32,Ploss,0.00016129058,2
4,linha_31-32,Ploss,0.0001680249,2
5,linha_31-32,Ploss,0.0001619018,2
6,linha_31-32,Ploss,0.00017563126,2
7,linha_31-32,Ploss,0.00019272946,2
8,linha_31-32,Ploss,0.00019258944,2
9,linha_31-32,Ploss,0.00015172613,2
10,linha_31-32,Ploss,0.00011670427,2
11,linha_31-32,Ploss,9.6183152e-05,2
12,linha_31-32,Ploss,7.4619881e-05,2
13,linha_31-32,Ploss,5.9774447e-05,2
14,linha_31-32,Ploss,5.2043658e-05,2
15,linha_31-32,Ploss,7.4232212e-05,2
16,linha_31-32,Ploss,0.0,2
17,linha_31-32,Ploss,0.00016626693,2
18,linha_31-32,Ploss,0.00018678557,2
19,linha_31-32,Ploss,0.0001478312,2
20,linha_31-32,Ploss,0.00022988361,2
21,linha_31-32,Ploss,0.00019806554,2
22,linha_31-32,Ploss,0.0002570998,2
23,linha_31-32,Ploss,0.00013713026,2
24,linha_31-32,Ploss,0.00013773347,2
1,linha_32-33,Ploss,1.3877788e-17,2
2,linha_32-33,Ploss,2.7755576e-17,2
3,linha_32-33,Ploss,0.0,2
4,linha_32-33,Ploss,1.3877788e-17,2
5,linha_32-33,Ploss,1.3877788e-17,2
6,linha_32-33,Ploss,2.7755576e-17,2
7,linha_32-33,Ploss,1.3877788e-17,2
8,linha_32-33,Ploss,0.0,2
9,linha_32-33,Ploss,2.7755576e-17,2
10,linha_32-33,Ploss,0.0,2
11,linha_32-33,Ploss,0.0,2
12,linha_32-33,Ploss,0.0,2
13,linha_32-33,Ploss,0.0,2
14,linha_32-33,Ploss,0.0,2
15,linha_32-33,Ploss,1.3877788e-17,2
16,linha_32-33,Ploss,0.0,2
17,linha_32-33,Ploss,1.3877788e-17,2
18,linha_32-33,Ploss,0.0,2
19,linha_32-33,Ploss,-1.3877788e-17,2
20,linha_32-33,Ploss,1.3877788e-17,2
21,linha_32-33,Ploss,0.0,2
22,linha_32-33,Ploss,0.0,2
23,linha_32-33,Ploss,0.0,2
24,linha_32-33,Ploss,0.0,2
1,barra_1,theta,0.0,2
2,barra_1,theta,0.0,2
3,barra_1,theta,0.0,2
4,barra_1,theta,0.0,2
5,barra_1,theta,0.0,2
6,barra_1,theta,0.0,2
7,barra_1,theta,0.0,2
8,barra_1,theta,0.0,2
9,barra_1,theta,0.0,2
10,barra_1,theta,0.0,2
11,barra_1,theta,0.0,2
12,barra_1,theta,0.0,2
13,barra_1,theta,0.0,2
14,barra_1,theta,0.0,2
15,barra_1,theta,0.0,2
16,barra_1,theta,0.0,2
17,barra_1,theta,0.0,2
18,barra_1,theta,0.0,2
19,barra_1,theta,0.0,2
20,barra_1,theta,0.0,2
21,barra_1,theta,0.0,2
22,barra_1,theta,0.0,2
23,barra_1,theta,0.0,2
24,barra_1,theta,0.0,2
1,barra_2,theta,0.0,2
2,barra_2,theta,0.0,2
3,barra_2,theta,0.0,2
4,barra_2,theta,0.0,2
5,barra_2,theta,0.0,2
6,barra_2,theta,0.0,2
7,barra_2,theta,0.0,2
8,barra_2,theta,0.0,2
9,barra_2,theta,0.0,2
10,barra_2,theta,0.0,2
11,barra_2,theta,0.0,2
12,barra_2,theta,0.0,2
13,barra_2,theta,0.0,2
14,barra_2,theta,0.0,2
15,barra_2,theta,0.0,2
16,barra_2,theta,0.0,2
17,barra_2,theta,0.0,2
18,barra_2,theta,0.0,2
19,barra_2,theta,0.0,2
20,barra_2,theta,0.0,2
21,barra_2,theta,0.0,2
22,barra_2,theta,0.0,2
23,barra_2,theta,0.0,2
24,barra_2,theta,0.0,2
1,barra_3,theta,0.0,2
2,barra_3,theta,0.0,2
3,barra_3,theta,0.0,2
4,barra_3,theta,0.0,2
5,barra_3,theta,0.0,2
6,barra_3,theta,0.0,2
7,barra_3,theta,0.0,2
8,barra_3,theta,0.0,2
9,barra_3,theta,0.0,2
10,barra_3,theta,0.0,2
11,barra_3,theta,0.0,2
12,barra_3,theta,0.0,2
13,barra_3,theta,0.0,2
14,barra_3,theta,0.0,2
15,barra_3,theta,0.0,2
16,barra_3,theta,0.0,2
17,barra_3,theta,0.0,2
18,barra_3,theta,0.0,2
19,barra_3,theta,0.0,2
20,barra_3,theta,0.0,2
21,barra_3,theta,0.0,2
22,barra_3,theta,0.0,2
23,barra_3,theta,0.0,2
24,barra_3,theta,0.0,2
1,barra_4,theta,0.0,2
2,barra_4,theta,0.0,2
3,barra_4,theta,0.0,2
4,barra_4,theta,0.0,2
5,barra_4,theta,0.0,2
6,barra_4,theta,0.0,2
7,barra_4,theta,0.0,2
8,barra_4,theta,0.0,2
9,barra_4,theta,0.0,2
10,barra_4,theta,0.0,2
11,barra_4,theta,0.0,2
12,barra_4,theta,0.0,2
13,barra_4,theta,0.0,2
14,barra_4,theta,0.0,2
15,barra_4,theta,0.0,2
16,barra_4,theta,0.0,2
17,barra_4,theta,0.0,2
18,barra_4,theta,0.0,2
19,barra_4,theta,0.0,2
20,barra_4,theta,0.0,2
21,barra_4,theta,0.0,2
22,barra_4,theta,0.0,2
23,barra_4,theta,0.0,2
24,barra_4,theta,0.0,2
1,barra_5,theta,0.0,2
2,barra_5,theta,0.0,2
3,barra_5,theta,0.0,2
4,barra_5,theta,0.0,2
5,barra_5,theta,0.0,2
6,barra_5,theta,0.0,2
7,barra_5,theta,0.0,2
8,barra_5,theta,0.0,2
9,barra_5,theta,0.0,2
10,barra_5,theta,0.0,2
11,barra_5,theta,0.0,2
12,barra_5,theta,0.0,2
13,barra_5,theta,0.0,2
14,barra_5,theta,0.0,2
15,barra_5,theta,0.0,2
16,barra_5,theta,0.0,2
17,barra_5,theta,0.0,2
18,barra_5,theta,0.0,2
19,barra_5,theta,0.0,2
20,barra_5,theta,0.0,2
21,barra_5,theta,0.0,2
22,barra_5,theta,0.0,2
23,barra_5,theta,0.0,2
24,barra_5,theta,0.0,2
1,barra_6,theta,0.0,2
2,barra_6,theta,0.0,2
3,barra_6,theta,0.0,2
4,barra_6,theta,0.0,2
5,barra_6,theta,0.0,2
6,barra_6,theta,0.00021852037,2
7,barra_6,theta,0.0017429025,2
8,barra_6,theta,0.0039188377,2
9,barra_6,theta,0.0072677856,2
10,barra_6,theta,0.0080203759,2
11,barra_6,theta,0.0079874418,2
12,barra_6,theta,0.0079757984,2
13,barra_6,theta,0.0078268463,2
14,barra_6,theta,0.0075324351,2
15,barra_6,theta,0.0075312708,2
16,barra_6,theta,0.0078546241,2
17,barra_6,theta,0.0060941049,2
18,barra_6,theta,0.0022364729,2
19,barra_6,theta,0.0002009018,2
20,barra_6,theta,0.0,2
21,barra_6,theta,0.0,2
22,barra_6,theta,0.0,2
23,barra_6,theta,0.0,2
24,barra_6,theta,0.0,2
1,barra_7,theta,0.0,2
2,barra_7,theta,0.0,2
3,barra_7,theta,0.0,2
4,barra_7,theta,0.0,2
5,barra_7,theta,0.0,2
6,barra_7,theta,0.00021852037,2
7,barra_7,theta,0.0017429025,2
8,barra_7,theta,0.0039188377,2
9,barra_7,theta,0.0072677856,2
10,barra_7,theta,0.0054272749,2
11,barra_7,theta,0.0028553946,2
12,barra_7,theta,0.00082776581,2
13,barra_7,theta,-0.00081065274,2
14,barra_7,theta,-0.00074032346,2
15,barra_7,theta,0.0012613559,2
16,barra_7,theta,0.0050907612,2
17,barra_7,theta,0.0060941049,2
18,barra_7,theta,0.0022364729,2
19,barra_7,theta,0.0002009018,2
20,barra_7,theta,0.0,2
21,barra_7,theta,0.0,2
22,barra_7,theta,0.0,2
23,barra_7,theta,0.0,2
24,barra_7,theta,0.0,2
1,barra_8,theta,0.0,2
2,barra_8,theta,0.0,2
3,barra_8,theta,0.0,2
4,barra_8,theta,0.0,2
5,barra_8,theta,0.0,2
6,barra_8,theta,0.00021852037,2
7,barra_8,theta,0.0017429025,2
8,barra_8,theta,0.0039188377,2
9,barra_8,theta,0.0072677856,2
10,barra_8,theta,0.0054272749,2
11,barra_8,theta,0.0028553946,2
12,barra_8,theta,0.00082776581,2
13,barra_8,theta,-0.0016245546,2
14,barra_8,theta,-0.0014836142,2
15,barra_8,theta,0.0012613559,2
16,barra_8,theta,0.0050907612,2
17,barra_8,theta,0.0060941049,2
18,barra_8,theta,0.0022364729,2
19,barra_8,theta,0.0002009018,2
20,barra_8,theta,0.0,2
21,barra_8,theta,0.0,2
22,barra_8,theta,0.0,2
23,barra_8,theta,0.0,2
24,barra_8,theta,0.0,2
1,barra_9,theta,0.0,2
2,barra_9,theta,0.0,2
3,barra_9,theta,0.0,2
4,barra_9,theta,0.0,2
5,barra_9,theta,0.0,2
6,barra_9,theta,0.00021852037,2
7,barra_9,theta,0.0017429025,2
8,barra_9,theta,0.0039188377,2
9,barra_9,theta,0.0072677856,2
10,barra_9,theta,0.0054272749,2
11,barra_9,theta,0.0028553946,2
12,barra_9,theta,0.00082776581,2
13,barra_9,theta,-0.0016245546,2
14,barra_9,theta,-0.0014836142,2
15,barra_9,theta,0.0012613559,2
16,barra_9,theta,0.0050907612,2
17,barra_9,theta,0.0060941049,2
18,barra_9,theta,0.0022364729,2
19,barra_9,theta,0.0002009018,2
20,barra_9,theta,0.0,2
21,barra_9,theta,0.0,2
22,barra_9,theta,0.0,2
23,barra_9,theta,0.0,2
24,barra_9,theta,0.0,2
1,barra_10,theta,0.0,2
2,barra_10,theta,0.0,2
3,barra_10,theta,0.0,2
4,barra_10,theta,0.0,2
5,barra_10,theta,0.0,2
6,barra_10,theta,0.00021852037,2
7,barra_10,theta,0.0017429025,2
8,barra_10,theta,0.0039188377,2
9,barra_10,theta,0.0072677856,2
10,barra_10,theta,0.0054272749,2
11,barra_10,theta,0.0028553946,2
12,barra_10,theta,0.00082776581,2
13,barra_10,theta,-0.0016245546,2
14,barra_10,theta,-0.0014836142,2
15,barra_10,theta,0.0012613559,2
16,barra_10,theta,0.0050907612,2
17,barra_10,theta,0.0060941049,2
18,barra_10,theta,0.0022364729,2
19,barra_10,theta,0.0002009018,2
20,barra_10,theta,0.0,2
21,barra_10,theta,0.0,2
22,barra_10,theta,0.0,2
23,barra_10,theta,0.0,2
24,barra_10,theta,0.0,2
1,barra_11,theta,0.0,2
2,barra_11,theta,0.0,2
3,barra_11,theta,0.0,2
4,barra_11,theta,0.0,2
5,barra_11,theta,0.0,2
6,barra_11,theta,0.00021852037,2
7,barra_11,theta,0.0017429025,2
8,barra_11,theta,0.0039188377,2
9,barra_11,theta,0.0072677856,2
10,barra_11,theta,0.0054272749,2
11,barra_11,theta,0.0028553946,2
12,barra_11,theta,0.00082776581,2
13,barra_11,theta,-0.0016245546,2
14,barra_11,theta,-0.0014836142,2
15,barra_11,theta,0.0012613559,2
16,barra_11,theta,0.0050907612,2
17,barra_11,theta,0.0060941049,2
18,barra_11,theta,0.0022364729,2
19,barra_11,theta,0.0002009018,2
20,barra_11,theta,0.0,2
21,barra_11,theta,0.0,2
22,barra_11,theta,0.0,2
23,barra_11,theta,0.0,2
24,barra_11,theta,0.0,2
1,barra_12,theta,0.0,2
2,barra_12,theta,0.0,2
3,barra_12,theta,0.0,2
4,barra_12,theta,0.0,2
5,barra_12,theta,0.0,2
6,barra_12,theta,0.00021852037,2
7,barra_12,theta,0.0017429025,2
8,barra_12,theta,0.0039188377,2
9,barra_12,theta,0.0072677856,2
10,barra_12,theta,0.0054272749,2
11,barra_12,theta,0.0028553946,2
12,barra_12,theta,0.00082776581,2
13,barra_12,theta,-0.0016245546,2
14,barra_12,theta,-0.0014836142,2
15,barra_12,theta,0.0012613559,2
16,barra_12,theta,0.0050907612,2
17,barra_12,theta,0.0060941049,2
18,barra_12,theta,0.0022364729,2
19,barra_12,theta,0.0002009018,2
20,barra_12,theta,0.0,2
21,barra_12,theta,0.0,2
22,barra_12,theta,0.0,2
23,barra_12,theta,0.0,2
24,barra_12,theta,0.0,2
1,barra_13,theta,0.0,2
2,barra_13,theta,0.0,2
3,barra_13,theta,0.0,2
4,barra_13,theta,0.0,2
5,barra_13,theta,0.0,2
6,barra_13,theta,0.00021852037,2
7,barra_13,theta,0.0017429025,2
8,barra_13,theta,0.0039188377,2
9,barra_13,theta,0.0072677856,2
10,barra_13,theta,0.0054272749,2
11,barra_13,theta,0.0028553946,2
12,barra_13,theta,0.00082776581,2
13,barra_13,theta,-0.0016245546,2
14,barra_13,theta,-0.0014836142,2
15,barra_13,theta,0.0012613559,2
16,barra_13,theta,0.0050907612,2
17,barra_13,theta,0.0060941049,2
18,barra_13,theta,0.0022364729,2
19,barra_13,theta,0.0002009018,2
20,barra_13,theta,0.0,2
21,barra_13,theta,0.0,2
22,barra_13,theta,0.0,2
23,barra_13,theta,0.0,2
24,barra_13,theta,0.0,2
1,barra_14,theta,0.0,2
2,barra_14,theta,0.0,2
3,barra_14,theta,0.0,2
4,barra_14,theta,0.0,2
5,barra_14,theta,0.0,2
6,barra_14,theta,0.00021852037,2
7,barra_14,theta,0.0017429025,2
8,barra_14,theta,0.0039188377,2
9,barra_14,theta,0.0072677856,2
10,barra_14,theta,0.0066634955,2
11,barra_14,theta,0.0063174351,2
12,barra_14,theta,0.0060552907,2
13,barra_14,theta,0.0049254361,2
14,barra_14,theta,0.0047851364,2
15,barra_14,theta,0.0057777638,2
16,barra_14,theta,0.0064977437,2
17,barra_14,theta,0.0060941049,2
18,barra_14,theta,0.0022364729,2
19,barra_14,theta,0.0002009018,2
20,barra_14,theta,0.0,2
21,barra_14,theta,0.0,2
22,barra_14,theta,0.0,2
23,barra_14,theta,0.0,2
24,barra_14,theta,0.0,2
1,barra_15,theta,0.0,2
2,barra_15,theta,0.0,2
3,barra_15,theta,0.0,2
4,barra_15,theta,0.0,2
5,barra_15,theta,0.0,2
6,barra_15,theta,6.2625251e-05,2
7,barra_15,theta,0.000250501,2
8,barra_15,theta,0.00052187709,2
9,barra_15,theta,0.00093937876,2
10,barra_15,theta,-0.0013568804,2
11,barra_15,theta,-0.0016700067,2
12,barra_15,theta,-0.0019205077,2
13,barra_15,theta,-0.0029014102,2
14,barra_15,theta,-0.0027472987,2
15,barra_15,theta,-0.001753507,2
16,barra_15,theta,-0.0013568804,2
17,barra_15,theta,0.00079325317,2
18,barra_15,theta,0.00031312625,2
19,barra_15,theta,6.2625251e-05,2
20,barra_15,theta,0.0,2
21,barra_15,theta,0.0,2
22,barra_15,theta,0.0,2
23,barra_15,theta,0.0,2
24,barra_15,theta,0.0,2
1,barra_16,theta,0.0,2
2,barra_16,theta,0.0,2
3,barra_16,theta,0.0,2
4,barra_16,theta,0.0,2
5,barra_16,theta,0.0,2
6,barra_16,theta,6.2625251e-05,2
7,barra_16,theta,0.000250501,2
8,barra_16,theta,0.00052187709,2
9,barra_16,theta,0.00093937876,2
10,barra_16,theta,-0.0013568804,2
11,barra_16,theta,-0.0016700067,2
12,barra_16,theta,-0.0019205077,2
13,barra_16,theta,-0.0029014102,2
14,barra_16,theta,-0.0027472987,2
15,barra_16,theta,-0.001753507,2
16,barra_16,theta,-0.0013568804,2
17,barra_16,theta,0.00079325317,2
18,barra_16,theta,0.00031312625,2
19,barra_16,theta,6.2625251e-05,2
20,barra_16,theta,0.0,2
21,barra_16,theta,0.0015419486,2
22,barra_16,theta,0.0021117661,2
23,barra_16,theta,0.0,2
24,barra_16,theta,0.0,2
1,barra_17,theta,0.0075464621,2
2,barra_17,theta,0.0083366198,2
3,barra_17,theta,0.0091883393,2
4,barra_17,theta,0.0067307343,2
5,barra_17,theta,0.0067459085,2
6,barra_17,theta,0.0073805945,2
7,barra_17,theta,0.0082808951,2
8,barra_17,theta,0.0026575942,2
9,barra_17,theta,0.0091487101,2
10,barra_17,theta,0.0054340028,2
11,barra_17,theta,-0.0016700067,2
12,barra_17,theta,-0.0019205077,2
13,barra_17,theta,0.0012658918,2
14,barra_17,theta,-0.0027472987,2
15,barra_17,theta,-0.001753507,2
16,barra_17,theta,-0.0013568804,2
17,barra_17,theta,0.0015653314,2
18,barra_17,theta,0.0080958584,2
19,barra_17,theta,0.0092599856,2
20,barra_17,theta,0.0091523708,2
21,barra_17,theta,0.01342854,2
22,barra_17,theta,0.014927594,2
23,barra_17,theta,0.010975715,2
24,barra_17,theta,0.010205163,2
1,barra_18,theta,0.024660563,2
2,barra_18,theta,0.026450218,2
3,barra_18,theta,0.028303279,2
4,barra_18,theta,0.023479432,2
5,barra_18,theta,0.023412575,2
6,barra_18,theta,0.024047261,2
7,barra_18,theta,0.024947562,2
8,barra_18,theta,0.013289859,2
9,barra_18,theta,0.025534601,2
10,barra_18,theta,0.020218153,2
11,barra_18,theta,0.0063174351,2
12,barra_18,theta,0.0060552907,2
13,barra_18,theta,0.013243404,2
14,barra_18,theta,0.0047851364,2
15,barra_18,theta,0.0057777638,2
16,barra_18,theta,0.0064977437,2
17,barra_18,theta,0.010698848,2
18,barra_18,theta,0.024762525,2
19,barra_18,theta,0.028375177,2
20,barra_18,theta,0.028506893,2
21,barra_18,theta,0.035596517,2
22,barra_18,theta,0.038377672,2
23,barra_18,theta,0.032862492,2
24,barra_18,theta,0.031302581,2
1,barra_19,theta,0.0079938967,2
2,barra_19,theta,0.0097835513,2
3,barra_19,theta,0.011636612,2
4,barra_19,theta,0.0034426662,2
5,barra_19,theta,0.0053029172,2
6,barra_19,theta,0.0079302772,2
7,barra_19,theta,0.011815214,2
8,barra_19,theta,-0.0033768079,2
9,barra_19,theta,0.017117636,2
10,barra_19,theta,0.012197777,2
11,barra_19,theta,-0.0074986468,2
12,barra_19,theta,-0.0067707646,2
13,barra_19,theta,0.0054165579,2
14,barra_19,theta,-0.0064936342,2
15,barra_19,theta,-0.0065041752,2
16,barra_19,theta,-0.007956166,2
17,barra_19,theta,-0.0059678182,2
18,barra_19,theta,0.010635605,2
19,barra_19,theta,0.01170851,2
20,barra_19,theta,0.0080640478,2
21,barra_19,theta,0.01495212,2
22,barra_19,theta,0.017014203,2
23,barra_19,theta,0.012961793,2
24,barra_19,theta,0.014635914,2
1,barra_20,theta,0.00089845587,2
2,barra_20,theta,0.0029054618,2
3,barra_20,theta,0.0049161714,2
4,barra_20,theta,-0.0066024934,2
5,barra_20,theta,-0.0028975496,2
6,barra_20,theta,0.0011641938,2
7,barra_20,theta,0.0073333039,2
8,barra_20,theta,-0.011571113,2
9,barra_20,theta,0.01690917,2
10,barra_20,theta,0.012197777,2
11,barra_20,theta,-0.013350648,2
12,barra_20,theta,-0.011640461,2
13,barra_20,theta,0.0054165579,2
14,barra_20,theta,-0.010254985,2
15,barra_20,theta,-0.011273884,2
16,barra_20,theta,-0.014581902,2
17,barra_20,theta,-0.014303239,2
18,barra_20,theta,0.0054027979,2
19,barra_20,theta,0.0049793017,2
20,barra_20,theta,-0.00218537,2
21,barra_20,theta,0.0046013218,2
22,barra_20,theta,0.0063017114,2
23,barra_20,theta,0.0039880767,2
24,barra_20,theta,0.0088970194,2
1,barra_21,theta,0.00089845587,2
2,barra_21,theta,0.0029054618,2
3,barra_21,theta,0.0049161714,2
4,barra_21,theta,-0.0066024934,2
5,barra_21,theta,-0.0028975496,2
6,barra_21,theta,0.0011641938,2
7,barra_21,theta,0.0073333039,2
8,barra_21,theta,-0.011571113,2
9,barra_21,theta,0.01690917,2
10,barra_21,theta,0.012197777,2
11,barra_21,theta,-0.013350648,2
12,barra_21,theta,-0.011640461,2
13,barra_21,theta,0.0054165579,2
14,barra_21,theta,-0.010254985,2
15,barra_21,theta,-0.011273884,2
16,barra_21,theta,-0.014581902,2
17,barra_21,theta,-0.014303239,2
18,barra_21,theta,0.0054027979,2
19,barra_21,theta,0.0049793017,2
20,barra_21,theta,-0.00218537,2
21,barra_21,theta,0.0046013218,2
22,barra_21,theta,0.0063017114,2
23,barra_21,theta,0.0039880767,2
24,barra_21,theta,0.0088970194,2
1,barra_22,theta,0.00089845587,2
2,barra_22,theta,0.0029054618,2
3,barra_22,theta,0.0049161714,2
4,barra_22,theta,-0.0066024934,2
5,barra_22,theta,-0.0028975496,2
6,barra_22,theta,0.0011641938,2
7,barra_22,theta,0.0073333039,2
8,barra_22,theta,-0.011571113,2
9,barra_22,theta,0.01690917,2
10,barra_22,theta,0.012197777,2
11,barra_22,theta,-0.013350648,2
12,barra_22,theta,-0.011640461,2
13,barra_22,theta,0.0054165579,2
14,barra_22,theta,-0.010254985,2
15,barra_22,theta,-0.011273884,2
16,barra_22,theta,-0.014581902,2
17,barra_22,theta,-0.014303239,2
18,barra_22,theta,0.0054027979,2
19,barra_22,theta,0.0049793017,2
20,barra_22,theta,-0.00218537,2
21,barra_22,theta,0.0046013218,2
22,barra_22,theta,0.0063017114,2
23,barra_22,theta,0.0039880767,2
24,barra_22,theta,0.0088970194,2
1,barra_23,theta,0.00089845587,2
2,barra_23,theta,0.0029054618,2
3,barra_23,theta,0.0049161714,2
4,barra_23,theta,-0.0066024934,2
5,barra_23,theta,-0.0028975496,2
6,barra_23,theta,0.0011641938,2
7,barra_23,theta,0.0073333039,2
8,barra_23,theta,-0.011571113,2
9,barra_23,theta,0.01690917,2
10,barra_23,theta,0.012197777,2
11,barra_23,theta,-0.013350648,2
12,barra_23,theta,-0.011640461,2
13,barra_23,theta,0.0054165579,2
14,barra_23,theta,-0.010254985,2
15,barra_23,theta,-0.011273884,2
16,barra_23,theta,-0.014581902,2
17,barra_23,theta,-0.014303239,2
18,barra_23,theta,0.0054027979,2
19,barra_23,theta,0.0049793017,2
20,barra_23,theta,-0.00218537,2
21,barra_23,theta,0.0046013218,2
22,barra_23,theta,0.0063017114,2
23,barra_23,theta,0.0039880767,2
24,barra_23,theta,0.0088970194,2
1,barra_24,theta,0.00089845587,2
2,barra_24,theta,0.0029054618,2
3,barra_24,theta,0.0049161714,2
4,barra_24,theta,-0.0066024934,2
5,barra_24,theta,-0.0028975496,2
6,barra_24,theta,0.0011641938,2
7,barra_24,theta,0.0073333039,2
8,barra_24,theta,-0.011571113,2
9,barra_24,theta,0.01690917,2
10,barra_24,theta,0.012197777,2
11,barra_24,theta,-0.013350648,2
12,barra_24,theta,-0.011640461,2
13,barra_24,theta,0.0054165579,2
14,barra_24,theta,-0.010254985,2
15,barra_24,theta,-0.01077976,2
16,barra_24,theta,-0.014581902,2
17,barra_24,theta,-0.014303239,2
18,barra_24,theta,0.0054027979,2
19,barra_24,theta,0.0049793017,2
20,barra_24,theta,-0.00218537,2
21,barra_24,theta,0.0046013218,2
22,barra_24,theta,0.0063017114,2
23,barra_24,theta,0.0039880767,2
24,barra_24,theta,0.0088970194,2
1,barra_25,theta,0.00089845587,2
2,barra_25,theta,0.0029054618,2
3,barra_25,theta,0.0049161714,2
4,barra_25,theta,-0.0066024934,2
5,barra_25,theta,-0.0028975496,2
6,barra_25,theta,0.0014453394,2
7,barra_25,theta,0.0093267074,2
8,barra_25,theta,-0.011571113,2
9,barra_25,theta,0.025116335,2
10,barra_25,theta,0.016147758,2
11,barra_25,theta,-0.0065485944,2
12,barra_25,theta,-0.003664663,2
13,barra_25,theta,0.013243404,2
14,barra_25,theta,-0.0027225499,2
15,barra_25,theta,-0.0027563385,2
16,barra_25,theta,-0.010461158,2
17,barra_25,theta,-0.014303239,2
18,barra_25,theta,0.0054027979,2
19,barra_25,theta,0.0049793017,2
20,barra_25,theta,-0.00218537,2
21,barra_25,theta,0.0046013218,2
22,barra_25,theta,0.0063017114,2
23,barra_25,theta,0.0039880767,2
24,barra_25,theta,0.0088970194,2
1,barra_26,theta,0.00089845587,2
2,barra_26,theta,0.0029054618,2
3,barra_26,theta,0.0049161714,2
4,barra_26,theta,-0.0066024934,2
5,barra_26,theta,-0.0028975496,2
6,barra_26,theta,0.0014453394,2
7,barra_26,theta,0.0093267074,2
8,barra_26,theta,-0.016011828,2
9,barra_26,theta,0.025116335,2
10,barra_26,theta,0.0081273822,2
11,barra_26,theta,-0.014536036,2
12,barra_26,theta,-0.012733203,2
13,barra_26,theta,0.0025183968,2
14,barra_26,theta,-0.012999317,2
15,barra_26,theta,-0.010287609,2
16,barra_26,theta,-0.018315782,2
17,barra_26,theta,-0.021190597,2
18,barra_26,theta,0.0028531987,2
19,barra_26,theta,0.0047157746,2
20,barra_26,theta,-0.00218537,2
21,barra_26,theta,0.0046013218,2
22,barra_26,theta,0.0063017114,2
23,barra_26,theta,0.0039880767,2
24,barra_26,theta,0.0088970194,2
1,barra_27,theta,0.00089845587,2
2,barra_27,theta,0.0029054618,2
3,barra_27,theta,0.0049161714,2
4,barra_27,theta,-0.0066024934,2
5,barra_27,theta,-0.0028975496,2
6,barra_27,theta,0.0014453394,2
7,barra_27,theta,0.0093267074,2
8,barra_27,theta,-0.016011828,2
9,barra_27,theta,0.025116335,2
10,barra_27,theta,0.0081273822,2
