tempo,entidade,variavel,valor,cenario
10,barra_7,PW,0.0,1
11,barra_7,PW,0.0,1
12,barra_7,PW,0.0,1
13,barra_7,PW,0.0,1
14,barra_7,PW,0.0,1
15,barra_7,PW,0.0,1
16,barra_7,PW,0.0,1
17,barra_7,PW,0.0,1
18,barra_7,PW,0.107194,1
19,barra_7,PW,0.0,1
20,barra_7,PW,0.123239,1
21,barra_7,PW,0.0,1
22,barra_7,PW,0.0,1
23,barra_7,PW,0.0,1
24,barra_7,PW,0.0,1
1,barra_8,PW,0.0,1
2,barra_8,PW,0.0,1
3,barra_8,PW,0.0,1
4,barra_8,PW,0.120783,1
5,barra_8,PW,0.0,1
6,barra_8,PW,0.0,1
7,barra_8,PW,0.104228,1
8,barra_8,PW,0.0,1
9,barra_8,PW,0.098709,1
10,barra_8,PW,0.030911934,1
11,barra_8,PW,0.0,1
12,barra_8,PW,0.0,1
13,barra_8,PW,0.0,1
14,barra_8,PW,0.0,1
15,barra_8,PW,0.0,1
16,barra_8,PW,0.0,1
17,barra_8,PW,0.0,1
18,barra_8,PW,0.107194,1
19,barra_8,PW,0.0,1
20,barra_8,PW,0.123239,1
21,barra_8,PW,0.124458,1
22,barra_8,PW,0.0,1
23,barra_8,PW,0.131972,1
24,barra_8,PW,0.0,1
1,barra_9,PW,0.115425,1
2,barra_9,PW,0.118028,1
3,barra_9,PW,0.119916,1
4,barra_9,PW,0.0,1
5,barra_9,PW,0.0,1
6,barra_9,PW,0.0,1
7,barra_9,PW,0.104228,1
8,barra_9,PW,0.102265,1
9,barra_9,PW,0.0,1
10,barra_9,PW,0.096437,1
11,barra_9,PW,0.096041,1
12,barra_9,PW,0.0,1
13,barra_9,PW,0.083500885,1
14,barra_9,PW,0.0,1
15,barra_9,PW,0.0,1
16,barra_9,PW,0.094444,1
17,barra_9,PW,0.0,1
18,barra_9,PW,0.0,1
19,barra_9,PW,0.119811,1
20,barra_9,PW,0.123239,1
21,barra_9,PW,0.0,1
22,barra_9,PW,0.0,1
23,barra_9,PW,0.131972,1
24,barra_9,PW,0.131671,1
1,barra_10,PW,0.115425,1
2,barra_10,PW,0.118028,1
3,barra_10,PW,0.0,1
4,barra_10,PW,0.120783,1
5,barra_10,PW,0.119611,1
6,barra_10,PW,0.11276,1
7,barra_10,PW,0.104228,1
8,barra_10,PW,0.102265,1
9,barra_10,PW,0.0,1
10,barra_10,PW,0.0,1
11,barra_10,PW,0.0,1
12,barra_10,PW,0.095901,1
13,barra_10,PW,0.0,1
14,barra_10,PW,0.0,1
15,barra_10,PW,0.0,1
16,barra_10,PW,0.094444,1
17,barra_10,PW,0.0,1
18,barra_10,PW,0.0,1
19,barra_10,PW,0.119811,1
20,barra_10,PW,0.0,1
21,barra_10,PW,0.0,1
22,barra_10,PW,0.128807,1
23,barra_10,PW,0.131972,1
24,barra_10,PW,0.131671,1
1,barra_11,PW,0.0,1
2,barra_11,PW,0.118028,1
3,barra_11,PW,0.119916,1
4,barra_11,PW,0.120783,1
5,barra_11,PW,0.119611,1
6,barra_11,PW,0.0,1
7,barra_11,PW,0.104228,1
8,barra_11,PW,0.0,1
9,barra_11,PW,0.098709,1
10,barra_11,PW,0.0,1
11,barra_11,PW,0.096041,1
12,barra_11,PW,0.0,1
13,barra_11,PW,0.0,1
14,barra_11,PW,0.09057,1
15,barra_11,PW,0.090556,1
16,barra_11,PW,0.0,1
17,barra_11,PW,0.0,1
18,barra_11,PW,0.107194,1
19,barra_11,PW,0.0,1
20,barra_11,PW,0.0,1
21,barra_11,PW,0.0,1
22,barra_11,PW,0.128807,1
23,barra_11,PW,0.0,1
24,barra_11,PW,0.131671,1
1,barra_12,PW,0.0,1
2,barra_12,PW,0.0,1
3,barra_12,PW,0.119916,1
4,barra_12,PW,0.120783,1
5,barra_12,PW,0.0,1
6,barra_12,PW,0.0,1
7,barra_12,PW,0.0,1
8,barra_12,PW,0.0,1
9,barra_12,PW,0.0,1
10,barra_12,PW,0.063672977,1
11,barra_12,PW,0.0095480213,1
12,barra_12,PW,0.0,1
13,barra_12,PW,0.0,1
14,barra_12,PW,0.0,1
15,barra_12,PW,0.0,1
16,barra_12,PW,0.057617519,1
17,barra_12,PW,0.0,1
18,barra_12,PW,0.107194,1
19,barra_12,PW,0.119811,1
20,barra_12,PW,0.0,1
21,barra_12,PW,0.0,1
22,barra_12,PW,0.128807,1
23,barra_12,PW,0.0,1
24,barra_12,PW,0.0,1
1,barra_13,PW,0.115425,1
2,barra_13,PW,0.0,1
3,barra_13,PW,0.0,1
4,barra_13,PW,0.0,1
5,barra_13,PW,0.119611,1
6,barra_13,PW,0.11276,1
7,barra_13,PW,0.104228,1
8,barra_13,PW,0.0,1
9,barra_13,PW,0.042259605,1
10,barra_13,PW,0.0,1
11,barra_13,PW,0.0,1
12,barra_13,PW,0.0,1
13,barra_13,PW,0.0,1
14,barra_13,PW,0.0,1
15,barra_13,PW,0.0,1
16,barra_13,PW,0.0,1
17,barra_13,PW,0.070646026,1
18,barra_13,PW,0.107194,1
19,barra_13,PW,0.0,1
20,barra_13,PW,0.123239,1
21,barra_13,PW,0.0,1
22,barra_13,PW,0.0,1
23,barra_13,PW,0.131972,1
24,barra_13,PW,0.0,1
1,barra_14,PW,0.003463,1
2,barra_14,PW,0.003541,1
3,barra_14,PW,0.003597,1
4,barra_14,PW,0.003623,1
5,barra_14,PW,0.003588,1
6,barra_14,PW,0.0,1
7,barra_14,PW,0.0,1
8,barra_14,PW,0.0,1
9,barra_14,PW,0.0,1
10,barra_14,PW,0.0,1
11,barra_14,PW,0.0,1
12,barra_14,PW,0.0,1
13,barra_14,PW,0.0,1
14,barra_14,PW,0.0,1
15,barra_14,PW,0.0,1
16,barra_14,PW,0.0,1
17,barra_14,PW,0.0,1
18,barra_14,PW,0.0,1
19,barra_14,PW,0.0,1
20,barra_14,PW,0.003697,1
21,barra_14,PW,0.003734,1
22,barra_14,PW,0.003864,1
23,barra_14,PW,0.003959,1
24,barra_14,PW,0.00395,1
1,barra_15,PW,0.0,1
2,barra_15,PW,0.0,1
3,barra_15,PW,0.119916,1
4,barra_15,PW,0.120783,1
5,barra_15,PW,0.0,1
6,barra_15,PW,0.10561447,1
7,barra_15,PW,0.065199196,1
8,barra_15,PW,0.017494595,1
9,barra_15,PW,0.0,1
10,barra_15,PW,0.0,1
11,barra_15,PW,0.0,1
12,barra_15,PW,0.0,1
13,barra_15,PW,0.0,1
14,barra_15,PW,0.0,1
15,barra_15,PW,0.0,1
16,barra_15,PW,0.0,1
17,barra_15,PW,0.0,1
18,barra_15,PW,0.0,1
19,barra_15,PW,0.0,1
20,barra_15,PW,0.0,1
21,barra_15,PW,0.0,1
22,barra_15,PW,0.0,1
23,barra_15,PW,0.0,1
24,barra_15,PW,0.131671,1
1,barra_16,PW,0.0,1
2,barra_16,PW,0.0,1
3,barra_16,PW,0.119916,1
4,barra_16,PW,0.0,1
5,barra_16,PW,0.119611,1
6,barra_16,PW,0.0,1
7,barra_16,PW,0.104228,1
8,barra_16,PW,0.0,1
9,barra_16,PW,0.0,1
10,barra_16,PW,0.0,1
11,barra_16,PW,0.0,1
12,barra_16,PW,0.062686519,1
13,barra_16,PW,0.0,1
14,barra_16,PW,0.0,1
15,barra_16,PW,0.069327287,1
16,barra_16,PW,0.094444,1
17,barra_16,PW,0.100575,1
18,barra_16,PW,0.0,1
19,barra_16,PW,0.119811,1
20,barra_16,PW,0.0,1
21,barra_16,PW,0.124458,1
22,barra_16,PW,0.128807,1
23,barra_16,PW,0.0,1
24,barra_16,PW,0.131671,1
1,barra_17,PW,0.0,1
2,barra_17,PW,0.0,1
3,barra_17,PW,0.0,1
4,barra_17,PW,0.0,1
5,barra_17,PW,0.0,1
6,barra_17,PW,0.030122972,1
7,barra_17,PW,0.0,1
8,barra_17,PW,0.041948974,1
9,barra_17,PW,0.0,1
10,barra_17,PW,0.0,1
11,barra_17,PW,0.062445489,1
12,barra_17,PW,0.0,1
13,barra_17,PW,0.0,1
14,barra_17,PW,0.069410976,1
15,barra_17,PW,0.0,1
16,barra_17,PW,0.0,1
17,barra_17,PW,0.0,1
18,barra_17,PW,0.0,1
19,barra_17,PW,0.0,1
20,barra_17,PW,0.0,1
21,barra_17,PW,0.0,1
22,barra_17,PW,0.0,1
23,barra_17,PW,0.014908848,1
24,barra_17,PW,0.038394004,1
1,barra_18,PW,0.204,1
2,barra_18,PW,0.21,1
3,barra_18,PW,0.216,1
4,barra_18,PW,0.222,1
5,barra_18,PW,0.21,1
6,barra_18,PW,0.198,1
7,barra_18,PW,0.18,1
8,barra_18,PW,0.165,1
9,barra_18,PW,0.15,1
10,barra_18,PW,0.138,1
11,barra_18,PW,0.132,1
12,barra_18,PW,0.126,1
13,barra_18,PW,0.12,1
14,barra_18,PW,0.114,1
15,barra_18,PW,0.12,1
16,barra_18,PW,0.135,1
17,barra_18,PW,0.156,1
18,barra_18,PW,0.186,1
19,barra_18,PW,0.216,1
20,barra_18,PW,0.24,1
21,barra_18,PW,0.258,1
22,barra_18,PW,0.27,1
23,barra_18,PW,0.252,1
24,barra_18,PW,0.228,1
1,barra_19,PW,0.029509244,1
2,barra_19,PW,0.0,1
3,barra_19,PW,0.0,1
4,barra_19,PW,0.0,1
5,barra_19,PW,0.031982697,1
6,barra_19,PW,0.0,1
7,barra_19,PW,0.0,1
8,barra_19,PW,0.0,1
9,barra_19,PW,0.0,1
10,barra_19,PW,0.0,1
11,barra_19,PW,0.0,1
12,barra_19,PW,0.068185521,1
13,barra_19,PW,0.0,1
14,barra_19,PW,0.0,1
15,barra_19,PW,0.0,1
16,barra_19,PW,0.0,1
17,barra_19,PW,0.0,1
18,barra_19,PW,0.0,1
19,barra_19,PW,0.0,1
20,barra_19,PW,0.0,1
21,barra_19,PW,0.0,1
22,barra_19,PW,0.0,1
23,barra_19,PW,0.0,1
24,barra_19,PW,0.0,1
1,barra_20,PW,0.115425,1
2,barra_20,PW,0.0,1
3,barra_20,PW,0.0,1
4,barra_20,PW,0.0,1
5,barra_20,PW,0.119611,1
6,barra_20,PW,0.11276,1
7,barra_20,PW,0.104228,1
8,barra_20,PW,0.102265,1
9,barra_20,PW,0.0,1
10,barra_20,PW,0.0,1
11,barra_20,PW,0.096041,1
12,barra_20,PW,0.0,1
13,barra_20,PW,0.09411,1
14,barra_20,PW,0.0,1
15,barra_20,PW,0.090556,1
16,barra_20,PW,0.094444,1
17,barra_20,PW,0.0,1
18,barra_20,PW,0.0,1
19,barra_20,PW,0.119811,1
20,barra_20,PW,0.123239,1
21,barra_20,PW,0.11806337,1
22,barra_20,PW,0.0,1
23,barra_20,PW,0.131972,1
24,barra_20,PW,0.0,1
1,barra_21,PW,0.115425,1
2,barra_21,PW,0.118028,1
3,barra_21,PW,0.119916,1
4,barra_21,PW,0.0,1
5,barra_21,PW,0.119611,1
6,barra_21,PW,0.11276,1
7,barra_21,PW,0.0,1
8,barra_21,PW,0.102265,1
9,barra_21,PW,0.0,1
10,barra_21,PW,0.0,1
11,barra_21,PW,0.096041,1
12,barra_21,PW,0.095901,1
13,barra_21,PW,0.0,1
14,barra_21,PW,0.09057,1
15,barra_21,PW,0.090556,1
16,barra_21,PW,0.094444,1
17,barra_21,PW,0.0,1
18,barra_21,PW,0.107194,1
19,barra_21,PW,0.119811,1
20,barra_21,PW,0.123239,1
21,barra_21,PW,0.0,1
22,barra_21,PW,0.0,1
23,barra_21,PW,0.131972,1
24,barra_21,PW,0.131671,1
1,barra_22,PW,0.115425,1
2,barra_22,PW,0.0,1
3,barra_22,PW,0.0,1
4,barra_22,PW,0.120783,1
5,barra_22,PW,0.0,1
6,barra_22,PW,0.11276,1
7,barra_22,PW,0.104228,1
8,barra_22,PW,0.0,1
9,barra_22,PW,0.098709,1
10,barra_22,PW,0.096437,1
11,barra_22,PW,0.0,1
12,barra_22,PW,0.074684164,1
13,barra_22,PW,0.032507256,1
14,barra_22,PW,0.070790841,1
15,barra_22,PW,0.075147078,1
16,barra_22,PW,0.094444,1
17,barra_22,PW,0.100575,1
18,barra_22,PW,0.107194,1
19,barra_22,PW,0.0,1
20,barra_22,PW,0.0,1
21,barra_22,PW,0.0,1
22,barra_22,PW,0.128807,1
23,barra_22,PW,0.131972,1
24,barra_22,PW,0.0,1
1,barra_23,PW,0.115425,1
2,barra_23,PW,0.0,1
3,barra_23,PW,0.119916,1
4,barra_23,PW,0.120783,1
5,barra_23,PW,0.0,1
6,barra_23,PW,0.0,1
7,barra_23,PW,0.104228,1
8,barra_23,PW,0.0,1
9,barra_23,PW,0.0,1
10,barra_23,PW,0.0,1
11,barra_23,PW,0.0,1
12,barra_23,PW,0.0,1
13,barra_23,PW,0.0,1
14,barra_23,PW,0.0,1
15,barra_23,PW,0.0,1
16,barra_23,PW,0.0,1
17,barra_23,PW,0.100575,1
18,barra_23,PW,0.107194,1
19,barra_23,PW,0.119811,1
20,barra_23,PW,0.123239,1
21,barra_23,PW,0.124458,1
22,barra_23,PW,0.128807,1
23,barra_23,PW,0.131972,1
24,barra_23,PW,0.0,1
1,barra_24,PW,0.115425,1
2,barra_24,PW,0.118028,1
3,barra_24,PW,0.119916,1
4,barra_24,PW,0.0,1
5,barra_24,PW,0.119611,1
6,barra_24,PW,0.10260245,1
7,barra_24,PW,0.0531511,1
8,barra_24,PW,0.0,1
9,barra_24,PW,0.0,1
10,barra_24,PW,0.0,1
11,barra_24,PW,0.0,1
12,barra_24,PW,0.0,1
13,barra_24,PW,0.0,1
14,barra_24,PW,0.0,1
15,barra_24,PW,0.0,1
16,barra_24,PW,0.0,1
17,barra_24,PW,0.0,1
18,barra_24,PW,0.107194,1
19,barra_24,PW,0.0,1
20,barra_24,PW,0.123239,1
21,barra_24,PW,0.0,1
22,barra_24,PW,0.0,1
23,barra_24,PW,0.0,1
24,barra_24,PW,0.131671,1
1,barra_25,PW,0.003463,1
2,barra_25,PW,0.003541,1
3,barra_25,PW,0.003597,1
4,barra_25,PW,0.003623,1
5,barra_25,PW,0.003588,1
6,barra_25,PW,0.0,1
7,barra_25,PW,0.0,1
8,barra_25,PW,0.0,1
9,barra_25,PW,0.0,1
10,barra_25,PW,0.0,1
11,barra_25,PW,0.0,1
12,barra_25,PW,0.0,1
13,barra_25,PW,0.0,1
14,barra_25,PW,0.0,1
15,barra_25,PW,0.0,1
16,barra_25,PW,0.0,1
17,barra_25,PW,0.0,1
18,barra_25,PW,0.0,1
19,barra_25,PW,0.0,1
20,barra_25,PW,0.003697,1
21,barra_25,PW,0.003734,1
22,barra_25,PW,0.003864,1
23,barra_25,PW,0.003959,1
24,barra_25,PW,0.00395,1
1,barra_26,PW,0.0,1
2,barra_26,PW,0.118028,1
3,barra_26,PW,0.0,1
4,barra_26,PW,0.120783,1
5,barra_26,PW,0.0,1
6,barra_26,PW,0.0,1
7,barra_26,PW,0.0,1
8,barra_26,PW,0.0,1
9,barra_26,PW,0.0,1
10,barra_26,PW,0.0,1
11,barra_26,PW,0.0,1
12,barra_26,PW,0.0,1
13,barra_26,PW,0.0,1
14,barra_26,PW,0.0,1
15,barra_26,PW,0.0,1
16,barra_26,PW,0.0,1
17,barra_26,PW,0.0,1
18,barra_26,PW,0.042652349,1
19,barra_26,PW,0.1098653,1
20,barra_26,PW,0.0,1
21,barra_26,PW,0.124458,1
22,barra_26,PW,0.128807,1
23,barra_26,PW,0.0,1
24,barra_26,PW,0.0,1
1,barra_27,PW,0.0,1
2,barra_27,PW,0.0,1
3,barra_27,PW,0.119916,1
4,barra_27,PW,0.0,1
5,barra_27,PW,0.0,1
6,barra_27,PW,0.0,1
7,barra_27,PW,0.0,1
8,barra_27,PW,0.0,1
9,barra_27,PW,0.095776538,1
10,barra_27,PW,0.0,1
11,barra_27,PW,0.024946454,1
12,barra_27,PW,0.0,1
13,barra_27,PW,0.0,1
14,barra_27,PW,0.0,1
15,barra_27,PW,0.0,1
16,barra_27,PW,0.0,1
17,barra_27,PW,0.0,1
18,barra_27,PW,0.0,1
19,barra_27,PW,0.0,1
20,barra_27,PW,0.0,1
21,barra_27,PW,0.0,1
22,barra_27,PW,0.0,1
23,barra_27,PW,0.131972,1
24,barra_27,PW,0.131671,1
1,barra_28,PW,0.115425,1
2,barra_28,PW,0.118028,1
3,barra_28,PW,0.119916,1
4,barra_28,PW,0.120783,1
5,barra_28,PW,0.119611,1
6,barra_28,PW,0.0,1
7,barra_28,PW,0.104228,1
8,barra_28,PW,0.102265,1
9,barra_28,PW,0.0,1
10,barra_28,PW,0.096437,1
11,barra_28,PW,0.096041,1
12,barra_28,PW,0.0,1
13,barra_28,PW,0.0,1
14,barra_28,PW,0.040100119,1
15,barra_28,PW,0.090556,1
16,barra_28,PW,0.0,1
17,barra_28,PW,0.100575,1
18,barra_28,PW,0.107194,1
19,barra_28,PW,0.119811,1
20,barra_28,PW,0.123239,1
21,barra_28,PW,0.0,1
22,barra_28,PW,0.128807,1
23,barra_28,PW,0.131972,1
24,barra_28,PW,0.131671,1
1,barra_29,PW,0.0,1
2,barra_29,PW,0.0,1
3,barra_29,PW,0.04464983,1
4,barra_29,PW,0.0,1
5,barra_29,PW,0.0,1
6,barra_29,PW,0.0,1
7,barra_29,PW,0.0,1
8,barra_29,PW,0.0,1
9,barra_29,PW,0.062339766,1
10,barra_29,PW,0.0,1
11,barra_29,PW,0.0,1
12,barra_29,PW,0.0,1
13,barra_29,PW,0.0,1
14,barra_29,PW,0.078949052,1
15,barra_29,PW,0.0,1
16,barra_29,PW,0.0,1
17,barra_29,PW,0.060605946,1
18,barra_29,PW,0.0,1
19,barra_29,PW,0.0,1
20,barra_29,PW,0.0,1
21,barra_29,PW,0.0,1
22,barra_29,PW,0.0,1
23,barra_29,PW,0.035993016,1
24,barra_29,PW,0.057470156,1
1,barra_30,PW,0.187,1
2,barra_30,PW,0.1925,1
3,barra_30,PW,0.198,1
4,barra_30,PW,0.2035,1
5,barra_30,PW,0.1925,1
6,barra_30,PW,0.1815,1
7,barra_30,PW,0.165,1
8,barra_30,PW,0.15125,1
9,barra_30,PW,0.1375,1
10,barra_30,PW,0.1265,1
11,barra_30,PW,0.121,1
12,barra_30,PW,0.1155,1
13,barra_30,PW,0.11,1
14,barra_30,PW,0.1045,1
15,barra_30,PW,0.11,1
16,barra_30,PW,0.12375,1
17,barra_30,PW,0.143,1
18,barra_30,PW,0.1705,1
19,barra_30,PW,0.198,1
20,barra_30,PW,0.22,1
21,barra_30,PW,0.2365,1
22,barra_30,PW,0.2475,1
23,barra_30,PW,0.231,1
24,barra_30,PW,0.209,1
1,barra_31,PW,0.046577381,1
2,barra_31,PW,0.0,1
3,barra_31,PW,0.0,1
4,barra_31,PW,0.0,1
5,barra_31,PW,0.0,1
6,barra_31,PW,0.0,1
7,barra_31,PW,0.0,1
8,barra_31,PW,0.0,1
9,barra_31,PW,0.0,1
10,barra_31,PW,0.068771581,1
11,barra_31,PW,0.073489577,1
12,barra_31,PW,0.0,1
13,barra_31,PW,0.080613433,1
14,barra_31,PW,0.0,1
15,barra_31,PW,0.0,1
16,barra_31,PW,0.0,1
17,barra_31,PW,0.0,1
18,barra_31,PW,0.0,1
19,barra_31,PW,0.0,1
20,barra_31,PW,0.029308054,1
21,barra_31,PW,0.0,1
22,barra_31,PW,0.0,1
23,barra_31,PW,0.0,1
24,barra_31,PW,0.0,1
1,barra_32,PW,0.115425,1
2,barra_32,PW,0.0,1
3,barra_32,PW,0.119916,1
4,barra_32,PW,0.0,1
5,barra_32,PW,0.119611,1
6,barra_32,PW,0.0,1
7,barra_32,PW,0.0,1
8,barra_32,PW,0.102265,1
9,barra_32,PW,0.0,1
10,barra_32,PW,0.0,1
11,barra_32,PW,0.0,1
12,barra_32,PW,0.095901,1
13,barra_32,PW,0.0,1
14,barra_32,PW,0.0,1
15,barra_32,PW,0.090556,1
16,barra_32,PW,0.0,1
17,barra_32,PW,0.0,1
18,barra_32,PW,0.107194,1
19,barra_32,PW,0.119811,1
20,barra_32,PW,0.123239,1
21,barra_32,PW,0.124458,1
22,barra_32,PW,0.128807,1
23,barra_32,PW,0.131972,1
24,barra_32,PW,0.131671,1
1,barra_33,PW,0.0,1
2,barra_33,PW,0.118028,1
3,barra_33,PW,0.0,1
4,barra_33,PW,0.120783,1
5,barra_33,PW,0.119611,1
6,barra_33,PW,0.11276,1
7,barra_33,PW,0.104228,1
8,barra_33,PW,0.102265,1
9,barra_33,PW,0.098709,1
10,barra_33,PW,0.0,1
11,barra_33,PW,0.0,1
12,barra_33,PW,0.095901,1
13,barra_33,PW,0.0,1
14,barra_33,PW,0.09057,1
15,barra_33,PW,0.0,1
16,barra_33,PW,0.0,1
17,barra_33,PW,0.100575,1
18,barra_33,PW,0.0,1
19,barra_33,PW,0.119811,1
20,barra_33,PW,0.0,1
21,barra_33,PW,0.124458,1
22,barra_33,PW,0.0,1
23,barra_33,PW,0.0,1
24,barra_33,PW,0.131671,1
1,barra_1,CS,,1
2,barra_1,CS,,1
3,barra_1,CS,,1
4,barra_1,CS,,1
5,barra_1,CS,,1
6,barra_1,CS,,1
7,barra_1,CS,,1
8,barra_1,CS,,1
9,barra_1,CS,,1
10,barra_1,CS,,1
11,barra_1,CS,,1
12,barra_1,CS,,1
13,barra_1,CS,,1
14,barra_1,CS,,1
15,barra_1,CS,,1
16,barra_1,CS,,1
17,barra_1,CS,,1
18,barra_1,CS,,1
19,barra_1,CS,,1
20,barra_1,CS,,1
21,barra_1,CS,,1
22,barra_1,CS,,1
23,barra_1,CS,,1
24,barra_1,CS,,1
1,barra_2,CS,,1
2,barra_2,CS,,1
3,barra_2,CS,,1
4,barra_2,CS,,1
5,barra_2,CS,,1
6,barra_2,CS,,1
7,barra_2,CS,,1
8,barra_2,CS,,1
9,barra_2,CS,,1
10,barra_2,CS,,1
11,barra_2,CS,,1
12,barra_2,CS,,1
13,barra_2,CS,,1
14,barra_2,CS,,1
15,barra_2,CS,,1
16,barra_2,CS,,1
17,barra_2,CS,,1
18,barra_2,CS,,1
19,barra_2,CS,,1
20,barra_2,CS,,1
21,barra_2,CS,,1
22,barra_2,CS,,1
23,barra_2,CS,,1
24,barra_2,CS,,1
1,barra_3,CS,,1
2,barra_3,CS,,1
3,barra_3,CS,,1
4,barra_3,CS,,1
5,barra_3,CS,,1
6,barra_3,CS,,1
7,barra_3,CS,,1
8,barra_3,CS,,1
9,barra_3,CS,,1
10,barra_3,CS,,1
11,barra_3,CS,,1
12,barra_3,CS,,1
13,barra_3,CS,,1
14,barra_3,CS,,1
15,barra_3,CS,,1
16,barra_3,CS,,1
17,barra_3,CS,,1
18,barra_3,CS,,1
19,barra_3,CS,,1
20,barra_3,CS,,1
21,barra_3,CS,,1
22,barra_3,CS,,1
23,barra_3,CS,,1
24,barra_3,CS,,1
1,barra_4,CS,,1
2,barra_4,CS,,1
3,barra_4,CS,,1
4,barra_4,CS,,1
5,barra_4,CS,,1
6,barra_4,CS,,1
7,barra_4,CS,,1
8,barra_4,CS,,1
9,barra_4,CS,,1
10,barra_4,CS,,1
11,barra_4,CS,,1
12,barra_4,CS,,1
13,barra_4,CS,,1
14,barra_4,CS,,1
15,barra_4,CS,,1
16,barra_4,CS,,1
17,barra_4,CS,,1
18,barra_4,CS,,1
19,barra_4,CS,,1
20,barra_4,CS,,1
21,barra_4,CS,,1
22,barra_4,CS,,1
23,barra_4,CS,,1
24,barra_4,CS,,1
1,barra_5,CS,,1
2,barra_5,CS,,1
3,barra_5,CS,,1
4,barra_5,CS,,1
5,barra_5,CS,,1
6,barra_5,CS,,1
7,barra_5,CS,,1
8,barra_5,CS,,1
9,barra_5,CS,,1
10,barra_5,CS,,1
11,barra_5,CS,,1
12,barra_5,CS,,1
13,barra_5,CS,,1
14,barra_5,CS,,1
15,barra_5,CS,,1
16,barra_5,CS,,1
17,barra_5,CS,,1
18,barra_5,CS,,1
19,barra_5,CS,,1
20,barra_5,CS,,1
21,barra_5,CS,,1
22,barra_5,CS,,1
23,barra_5,CS,,1
24,barra_5,CS,,1
1,barra_6,CS,0.0,1
2,barra_6,CS,0.0,1
3,barra_6,CS,0.0,1
4,barra_6,CS,0.0,1
5,barra_6,CS,0.0,1
6,barra_6,CS,-0.0,1
7,barra_6,CS,-0.0,1
8,barra_6,CS,-0.0,1
9,barra_6,CS,-0.0,1
10,barra_6,CS,-0.0,1
11,barra_6,CS,-0.0,1
12,barra_6,CS,-0.0,1
13,barra_6,CS,-0.0,1
14,barra_6,CS,-0.0,1
15,barra_6,CS,-0.0,1
16,barra_6,CS,-0.0,1
17,barra_6,CS,-0.0,1
18,barra_6,CS,-0.0,1
19,barra_6,CS,-0.0,1
20,barra_6,CS,0.0,1
21,barra_6,CS,0.0,1
22,barra_6,CS,0.0,1
23,barra_6,CS,0.0,1
24,barra_6,CS,0.0,1
1,barra_7,CS,,1
2,barra_7,CS,,1
3,barra_7,CS,,1
4,barra_7,CS,,1
5,barra_7,CS,,1
6,barra_7,CS,,1
7,barra_7,CS,,1
8,barra_7,CS,,1
9,barra_7,CS,,1
10,barra_7,CS,,1
11,barra_7,CS,,1
12,barra_7,CS,,1
13,barra_7,CS,,1
14,barra_7,CS,,1
15,barra_7,CS,,1
16,barra_7,CS,,1
17,barra_7,CS,,1
18,barra_7,CS,,1
19,barra_7,CS,,1
20,barra_7,CS,,1
21,barra_7,CS,,1
22,barra_7,CS,,1
23,barra_7,CS,,1
24,barra_7,CS,,1
1,barra_8,CS,,1
2,barra_8,CS,,1
3,barra_8,CS,,1
4,barra_8,CS,,1
5,barra_8,CS,,1
6,barra_8,CS,,1
7,barra_8,CS,,1
8,barra_8,CS,,1
9,barra_8,CS,,1
10,barra_8,CS,,1
11,barra_8,CS,,1
12,barra_8,CS,,1
13,barra_8,CS,,1
14,barra_8,CS,,1
15,barra_8,CS,,1
16,barra_8,CS,,1
17,barra_8,CS,,1
18,barra_8,CS,,1
19,barra_8,CS,,1
20,barra_8,CS,,1
21,barra_8,CS,,1
22,barra_8,CS,,1
23,barra_8,CS,,1
24,barra_8,CS,,1
1,barra_9,CS,,1
2,barra_9,CS,,1
3,barra_9,CS,,1
4,barra_9,CS,,1
5,barra_9,CS,,1
6,barra_9,CS,,1
7,barra_9,CS,,1
8,barra_9,CS,,1
9,barra_9,CS,,1
10,barra_9,CS,,1
11,barra_9,CS,,1
12,barra_9,CS,,1
13,barra_9,CS,,1
14,barra_9,CS,,1
15,barra_9,CS,,1
16,barra_9,CS,,1
17,barra_9,CS,,1
18,barra_9,CS,,1
19,barra_9,CS,,1
20,barra_9,CS,,1
21,barra_9,CS,,1
22,barra_9,CS,,1
23,barra_9,CS,,1
24,barra_9,CS,,1
1,barra_10,CS,,1
2,barra_10,CS,,1
3,barra_10,CS,,1
4,barra_10,CS,,1
5,barra_10,CS,,1
6,barra_10,CS,,1
7,barra_10,CS,,1
8,barra_10,CS,,1
9,barra_10,CS,,1
10,barra_10,CS,,1
11,barra_10,CS,,1
12,barra_10,CS,,1
13,barra_10,CS,,1
14,barra_10,CS,,1
15,barra_10,CS,,1
16,barra_10,CS,,1
17,barra_10,CS,,1
18,barra_10,CS,,1
19,barra_10,CS,,1
20,barra_10,CS,,1
21,barra_10,CS,,1
22,barra_10,CS,,1
23,barra_10,CS,,1
24,barra_10,CS,,1
1,barra_11,CS,,1
2,barra_11,CS,,1
3,barra_11,CS,,1
4,barra_11,CS,,1
5,barra_11,CS,,1
6,barra_11,CS,,1
7,barra_11,CS,,1
8,barra_11,CS,,1
9,barra_11,CS,,1
10,barra_11,CS,,1
11,barra_11,CS,,1
12,barra_11,CS,,1
13,barra_11,CS,,1
14,barra_11,CS,,1
15,barra_11,CS,,1
16,barra_11,CS,,1
17,barra_11,CS,,1
18,barra_11,CS,,1
19,barra_11,CS,,1
